KEY,en-US,fr-FR,WorkaroundLocalization - NE PAS SUPPRIMER CE TEXTE
SE_AGE_EVENT_FOLLOWUP_RE_LACER_CHOICE_A_1_LORE,You choose to ask for help,Vous choisissez de demander de l'aide,
SE_AGE_EVENT_FOLLOWUP_RE_LACER_CHOICE_A_1_TITLE,Beg,Quémander,
SE_AGE_EVENT_FOLLOWUP_RE_LACER_CHOICE_A_2_LORE,You choose to give away your possessions,Vous choisissez de donner vos possessions,
SE_AGE_EVENT_FOLLOWUP_RE_LACER_CHOICE_A_2_TITLE,Give,Donner,
SE_AGE_EVENT_FOLLOWUP_RE_LACER_CHOICE_B_1_LORE,You choose to keep your influence,Vous choisissez de garder votre influence,
SE_AGE_EVENT_FOLLOWUP_RE_LACER_CHOICE_B_1_TITLE,Keep,Garder,
SE_AGE_EVENT_FOLLOWUP_RE_LACER_CHOICE_B_2_LORE,You choose to prioritise citizens,Vous choisissez de prioriser les citoyens,
SE_AGE_EVENT_FOLLOWUP_RE_LACER_CHOICE_B_2_TITLE,Prioritise,Prioriser,
SE_AGE_EVENT_FOLLOWUP_RE_LACER_CHOICE_C_1_LORE,You choose to keep the rewards,Vous choisissez de garder les récompenses,
SE_AGE_EVENT_FOLLOWUP_RE_LACER_CHOICE_C_1_TITLE,Keep,Garder,
SE_AGE_EVENT_FOLLOWUP_RE_LACER_CHOICE_C_2_LORE,You choose to redistribute the gifts,Vous choisissez de redistribuer les cadeaux,
SE_AGE_EVENT_FOLLOWUP_RE_LACER_CHOICE_C_2_TITLE,Redistribute,Redistribuer,
SE_AGE_EVENT_FOLLOWUP_RE_MIL_A_DESC,"Earlier in life, a lot of housing was allocated to the armed forces, and more specifically to young children. This was not a unanimous decision, and today most families have got used to it.

But there are still outraged mothers and frightened fathers.

A solution has to be found between these two choices: firm up your positions or soften the treatment of your children. On the one hand, your town's reputation has never been so good for military culture, giving you certain advantages in foreign cities. But now that the reputation is made, the children could have less harsh conditions, and a voluntary or paid commitment, which would appease the population.","Plus tôt durant l'âge, de nombreux logements ont été alloués aux forces armées, et plus précisément aux jeunes enfants. Cette décision n'a pas fait l'unanimité, et aujourd'hui la plupart des familles s'y sont habituées.

Mais il reste toujours des mères outrées et des pères apeurés.

Une solution doit être prise entre ces deux choix : raffermir vos positions ou adoucir les traitements des enfants. D'un côté, la réputation de votre ville n'a jamais été aussi bonne pour la culture militaire, et vous offre certains avantages dans les cités étrangères. Mais maintenant que la réputation est faite, les enfants pourraient avoir des conditions moins dures, et un engagement volontaire ou rémunéré, qui permettrait d'apaiser la population.",
SE_AGE_EVENT_FOLLOWUP_RE_MIL_B_DESC,"Your army is doing wonderfully well! Several cycles ago, you opened up military posts to all ages and genders. At first, citizens hesitated, not feeling legitimate, but gradually more and more new recruits joined up.

But now that every culture can have soldiers, many people are asking for certain benefits. What should you choose?

Some would ask for pay more suited to their needs or working hours, while others would appreciate better accommodation or new weapons.","Votre armée se porte à merveille ! Il y a plusieurs cycles, vous avez ouvert les postes militaires à tous les âges et à tous les genres. Au début, les citoyens hésitaient, ne se sentant pas légitimes, mais progressivement, de plus en plus de nouvelles recrues s'engageaient.

Mais maintenant que chaque culture peut avoir des soldats, de nombreuses voix se lèvent pour demander certains bénéfices. Que devriez-vous choisir ?

Certains demanderaient un salaire plus adapté à leurs besoins ou à leurs heures de travail, alors que les autres apprécieraient d'avoir de meilleurs logements ou des armes neuves.",
SE_AGE_EVENT_FOLLOWUP_RE_MIL_C_DESC,"The result is... surprising. Initially, your councillors feared that prioritising education over militarisation would harm the city's safety. Initially, this was the case: the crime rate rose exponentially, and with successive generations, order returned.

However, a completely demilitarised society is utopian, because there are still conflicts that can only be resolved quickly thanks to the military factions.

You could rehabilitate more soldiers from all cultures, to maintain a balance and a voice from the people, or move towards this utopia by looking for new ways to create order and security without militarisation.","Le résultat est... surprenant. Initialement, vos conseillers redoutaient que de privilégier l'éducation à la militarisation ne nuise à la sécurité de la ville. Au début, c'était le cas : le taux de criminalité a augmenté de façon exponentielle, et avec les générations qui se sont succédées, l'ordre est revenu.

Cependant, une société entièrement démilitarisée est utopique, car il existe tout de même des conflits qui ne peuvent être résolus rapidement que grâce aux factions militaires.

Vous pourriez réhabiliter plus de soldats provenant de toutes les cultures, afin de maintenir un équilibre et une voix venant du peuple, ou tendre vers cette utopie en cherchant de nouvelles manières de créer l'ordre et la sécurité sans militarisation.",
SE_AGE_EVENT_FOLLOWUP_RE_MIL_CHOICE_A_1_LORE,You choose to firm up your positions,Vous choisissez de raffermir vos positions,
SE_AGE_EVENT_FOLLOWUP_RE_MIL_CHOICE_A_1_TITLE,Firm up,Raffermir,
SE_AGE_EVENT_FOLLOWUP_RE_MIL_CHOICE_A_2_LORE,You choose to soften the military treatment,Vous choisissez d'adoucir le traitement militaire,
SE_AGE_EVENT_FOLLOWUP_RE_MIL_CHOICE_A_2_TITLE,Soften,Adoucir,
SE_AGE_EVENT_FOLLOWUP_RE_MIL_CHOICE_B_1_LORE,You choose to increase salaries,Vous choisissez d'augmenter les salaires,
SE_AGE_EVENT_FOLLOWUP_RE_MIL_CHOICE_B_1_TITLE,Increase,Augmenter,
SE_AGE_EVENT_FOLLOWUP_RE_MIL_CHOICE_B_2_LORE,You choose to improve equipment,Vous choisissez d'améliorer le matériel,
SE_AGE_EVENT_FOLLOWUP_RE_MIL_CHOICE_B_2_TITLE,Improve,Améliorer,
SE_AGE_EVENT_FOLLOWUP_RE_MIL_CHOICE_C_1_LORE,You choose to create a multi-cultural army,Vous choisissez de créer une armée multi-culturelle,
SE_AGE_EVENT_FOLLOWUP_RE_MIL_CHOICE_C_1_TITLE,Mix,Mélanger,
SE_AGE_EVENT_FOLLOWUP_RE_MIL_CHOICE_C_2_LORE,You choose to find new solutions,Vous choisissez de trouver de nouvelles solutions,
SE_AGE_EVENT_FOLLOWUP_RE_MIL_CHOICE_C_2_TITLE,Search,Chercher,
SE_AGE_EVENT_FOLLOWUP_RE_POL_A_DESC,"On the surface, the town seems peaceful. Several cycles ago, there was a conflict between the Ghibellinos and the Guelfis. At the time, you chose to support the people against the Pope's supporters.

The domination of the Ghibellinos earned you a very strong friendship with the imperial families. The economy, culture and political affairs are doing wonderfully well! But the Papacy has been weakened, as its influence over the country's various states has diminished, influencing your ability to intervene in secular affairs at the same time.

Is the risk of flattering some worth the risk of alienating others?","En apparence, la ville semble paisible. Il y a plusieurs cycles, un conflit opposait les Ghibellinos et les Guelfis. Vous aviez à l'époque choisi de soutenir le peuple contre les partisans du Pape.

La domination des Ghibellinos vous a valu une amitié très forte venant des familles impériales. L'économie, la culture et les affaires politiques se portent à merveille ! Mais la papauté est bien affaiblie, car son influence sur les différents états du pays a diminué, influençant votre capacité par la même occasion à intervenir dans les affaires laïques.

Le risque de flatter les uns vaut-il celui de se mettre les autres à dos ?",
SE_AGE_EVENT_FOLLOWUP_RE_POL_B_DESC,"The cohabitation between the Ghibellinos and the Guelfis was very complex and caused a lot of ink to flow.

Today, you can boast of having succeeded in sharing the various powers, with a balanced distribution of your factions. The Ghibellinos predominate in the political districts, and the Guelfis in the religious ones, but civil conflicts have ceased.

However, politics is regularly paralysed by incessant and ineffective compromises. Do the benefits of this cohabitation outweigh the significant challenges?","La cohabitation entre les Ghibellinos et les Guelfis fut très complexe et fit couler beaucoup d'encre.

Vous pouvez aujourd'hui vous vanter d'avoir réussi à partager les différents pouvoirs, avec une répartition équilibrée de vos factions. Les Ghibellinos prédominent dans les quartiers politiques et les Guelfis dans les religieux, mais les conflits civils ont cessé.

Cependant, la politique se retrouve régulièrement paralysée par les compromis incessants et inefficaces. Est-ce que les avantages apportés par cette cohabitation outrepassent les défis significatifs ?",
SE_AGE_EVENT_FOLLOWUP_RE_POL_C_DESC,"Several cycles earlier, you deliberately chose to support the Guelfis in their conflict with the Ghibellinos. The consequences were quite disastrous, as all the nobles turned their backs on your family.

Your town's elite went into exile to avoid being caught between two battles, supporters were persecuted, social status was overturned and family property was confiscated.... 
Of course, the Pope is all the stronger for it. The Church can rewrite history, censor political ideas, forge new alliances and expand its territory.

The city is always on the brink of revolt and you must react.","Plusieurs cycles plus tôt, vous avez sciemment choisi de soutenir les Guelfis dans le conflit qui les opposait aux Ghibellinos. Les conséquences ont été assez désastreuses, car tous les nobles ont tourné le dos à votre famille.

L'élite de votre ville est partie en exil afin de ne pas être prise entre deux batailles. Les partisans ont été persécutés, les statuts sociaux renversés, les biens familiaux confisqués…
Bien sûr, le Pape n'en est que plus fort. L'Église peut réécrire l'Histoire, censurer les idées politiques, nouer de nouvelles alliances et étendre son territoire.

La ville est toujours au bord de la révolte et vous devez réagir.",
SE_AGE_EVENT_FOLLOWUP_RE_POL_CHOICE_A_1_LORE,You are choosing to maintain unbalanced powers,Vous choisissez de maintenir des pouvoirs déséquilibrés,
SE_AGE_EVENT_FOLLOWUP_RE_POL_CHOICE_A_1_TITLE,Disproportionate,Disproportionner,
SE_AGE_EVENT_FOLLOWUP_RE_POL_CHOICE_A_2_LORE,You choose to give more power to the Pope,Vous choisissez de donner plus de puissance au Pape,
SE_AGE_EVENT_FOLLOWUP_RE_POL_CHOICE_A_2_TITLE,Balance,Équilibrer,
SE_AGE_EVENT_FOLLOWUP_RE_POL_CHOICE_B_1_LORE,You choose to continue living together,Vous choisissez de continuer la cohabitation,
SE_AGE_EVENT_FOLLOWUP_RE_POL_CHOICE_B_1_TITLE,Confirm,Valider,
SE_AGE_EVENT_FOLLOWUP_RE_POL_CHOICE_B_2_LORE,You choose to support Les Ghibellinos,Vous choisissez de soutenir les Ghibellinos,
SE_AGE_EVENT_FOLLOWUP_RE_POL_CHOICE_B_2_TITLE,Withdraw,Se rétracter,
SE_AGE_EVENT_FOLLOWUP_RE_POL_CHOICE_C_1_LORE,You choose to confiscate the power of the Guelfis,Vous choisissez de confisquer les pouvoir des Guelfis,
SE_AGE_EVENT_FOLLOWUP_RE_POL_CHOICE_C_1_TITLE,Confiscate,Confisquer,
SE_AGE_EVENT_FOLLOWUP_RE_POL_CHOICE_C_2_LORE,You choose to balance the powers,Vous choisissez d'équilibrer les pouvoirs,
SE_AGE_EVENT_FOLLOWUP_RE_POL_CHOICE_C_2_TITLE,Balance,Équilibrer,
SE_AGE_EVENT_FOLLOWUP_RE_PRO_A_DESC,"For several cycles now, your town has been receiving a phenomenal number of requests from foreign families to send their children to your art schools.

The fame of your artists is a craze that could turn out to be as positive as it is negative... More mouths to feed could be complicated for your farms and businesses to manage. But the fame of your town is priceless! Everyone could find their place without suffering in any way.

Once again, the decision is yours.","Depuis plusieurs cycles, votre ville reçoit un nombre phénoménal de demandes de familles étrangères qui souhaitent envoyer leurs bambins dans vos écoles d'art.

La renommée de vos artistes est un engouement qui pourrait s'avérer aussi positif que négatif... Plus de bouches à nourrir pourrait être compliqué à gérer par vos fermes et votre commerce. Mais la renommée de votre ville n'a pas de prix ! Chacun pourrait trouver sa place sans souffrir de quoi que ce soit.

La décision, une fois de plus, vous revient.",
SE_AGE_EVENT_FOLLOWUP_RE_PRO_B_DESC,"What was planned was done. Numerous contracts have been drawn up, stipulating the opening of new trade routes with the rest of the world. But even if the leaders of faraway cities are keen to trade with yours, it would all be to the detriment of local artists.

Should these contracts be signed? New trade routes would be advantageous, especially in the early years. But artists are overwhelmed by commissions and will never be able to fulfil them all. The managers would be very upset, but not as much as if you refused the contracts.","Ce qui était prévu a été fait. De nombreux contrats ont été rédigés, stipulant l'ouverture de nouvelles routes commerciales avec le reste du monde. Mais même si les dirigeants de villes lointaines ont hâte de commercer avec la vôtre, tout ceci se ferait au détriment des artistes locaux.

Faut-il signer ces contrats ? De nouvelles routes commerciales seraient avantageuses, surtout en début d'âge. Mais les artistes croulent sous les commandes et ne pourront jamais toutes les honorer. Les dirigeants en seraient fortement contrariés, mais pas autant que si vous refusez les contrats.",
SE_AGE_EVENT_FOLLOWUP_RE_PRO_C_DESC,"Not all the artists were happy with the award given by your city. Some even consider it an insult to their work. Others have had more mixed feelings, because the knowledge they've unlocked through all this is invaluable.

In fact, there have been many improvements in this area. The artists in our town use all kinds of natural or reclaimed materials. However... This form of art is clearly not approved in the surrounding countries, and the trade in your work is heavily impacted. So what can you do?","Les artistes n'ont pas tous été satisfaits de la récompense accordée par votre ville. Certains considèrent même qu'il s'agissait là d'une insulte pour leurs œuvres. D'autres ont été plus mitigés, car le savoir que tout ceci leur a permis de débloquer est inestimable.

Il y a d'ailleurs eu beaucoup d'améliorations à ce sujet. Les artistes de notre ville récupèrent toute sorte de matériaux naturels ou de récupération. Cependant… Cette forme d'art n'est clairement pas approuvée dans les pays alentours, et le commerce de vos œuvres en est fortement impacté. Que faire ?",
SE_AGE_EVENT_FOLLOWUP_RE_PRO_CHOICE_A_1_LORE,You choose to accept immigration applications,Vous choisissez d'accepter les demandes d'immigration,
SE_AGE_EVENT_FOLLOWUP_RE_PRO_CHOICE_A_1_TITLE,Welcome,Accueillir,
SE_AGE_EVENT_FOLLOWUP_RE_PRO_CHOICE_A_2_LORE,You choose not to upset the balance of your city,Vous choisissez de ne pas perturber l'équilibre de votre ville,
SE_AGE_EVENT_FOLLOWUP_RE_PRO_CHOICE_A_2_TITLE,Reject,Rejeter,
SE_AGE_EVENT_FOLLOWUP_RE_PRO_CHOICE_B_1_LORE,You choose to sign the promised contracts,Vous choisissez de signer les contrats promis,
SE_AGE_EVENT_FOLLOWUP_RE_PRO_CHOICE_B_1_TITLE,Sign,Signer,
SE_AGE_EVENT_FOLLOWUP_RE_PRO_CHOICE_B_2_LORE,You choose to favour your artists,Vous choisissez de privilégier vos artistes,
SE_AGE_EVENT_FOLLOWUP_RE_PRO_CHOICE_B_2_TITLE,Refuse,Refuser,
SE_AGE_EVENT_FOLLOWUP_RE_PRO_CHOICE_C_1_LORE,You choose to stop trading in these works,Vous choisissez d'arrêter le commerce de ces œuvres,
SE_AGE_EVENT_FOLLOWUP_RE_PRO_CHOICE_C_1_TITLE,Stop,Arrêter,
SE_AGE_EVENT_FOLLOWUP_RE_PRO_CHOICE_C_2_LORE,You choose to send artistic delegations,Vous choisissez d'envoyer des délégations artistiques,
SE_AGE_EVENT_FOLLOWUP_RE_PRO_CHOICE_C_2_TITLE,Encourage,Encourager,
SE_AGE_EVENT_FOLLOWUP_RE_REL_A_DESC,"The Pope's domination of your lands is almost absolute. Since the Black Guelphs received your support, freedom of thought and expression has been limited or repressed. Opponents are exiled and factions divided according to their political allegiance. The Church taxes your people heavily, and censors citizens with republican ideas.

But against all odds... Alliances with powers such as France and Italy are solid, and the city is stable because it benefits from a centralised power that represses dissent.

Is this really the society you dream of?","La domination du Pape est presque absolue sur vos terres. Depuis que les Guelfis noirs ont reçu votre soutien, la liberté de pensée et d'expression est limitée ou réprimée. Les opposants sont exilés et les factions divisées en fonction de leur allégeance politique. L'Église taxe énormément votre peuple et censure les citoyens aux idées républicaines.

Mais contre toute attente... Les alliances avec les puissances telles que la France et l'Italie sont solides et la ville est stable, car elle bénéficie d'un pouvoir centralisé qui réprime les dissidences.

Est-ce réellement la société dont vous rêviez ?",
SE_AGE_EVENT_FOLLOWUP_RE_REL_B_DESC,"Your support for the White Guelfis has changed the face of religion in your country. Papal influence has declined slightly in local affairs and the city-states, but has been enriched in national affairs and among the nobles.
But internal divisions persist. It's true that the White Guelfis are more moderate than their comparses, but the country's military forces are already busy with the conflicts of other factions.

Should you ask the Pope for help, even if it means increasing his influence in your town, or give your all to hire foreign militias?","Votre soutien des Guelfis blancs a changé la face de la religion dans votre pays. L'influence papale a légèrement baissé dans les affaires locales et les cités-Etats, mais s'en retrouve enrichie dans les affaires du pays et chez les nobles.
Mais les divisions internes persistent. Il est vrai que les Guelfis blancs sont plus modérés que leurs comparses, mais les forces militaires du pays sont déjà bien occupées avec les conflits d'autres factions.

Faut-il demander de l'aide au Pape, quitte à remonter son influence dans votre ville, ou donner de votre personne pour engager des milices étrangères ?",
SE_AGE_EVENT_FOLLOWUP_RE_REL_C_DESC,"When you decided to rule in favour of the Ghibelinos in their conflict with the Guelfis, you were well aware of the consequences.

The various imperial families of neighbouring countries are actively involved in your economy. Numerous trade routes have opened up, and culture and politics are flourishing! 
But the weakening of the Pope is tearing communities apart, and even though wealth is undeniable, citizens feel less united. Some countries even refuse to open their doors to certain cases or arranged marriages.","Lorsque vous avez décidé de trancher en faveur des Ghibelinos dans le conflit qui les opposait aux Guelfis, vous étiez conscients de tout ce que ceci engendrerait.

Les différentes familles impériales des pays voisins participent activement à votre économie. De nombreuses routes commerciales se sont ouvertes, la culture et les affaires politiques se portent à merveille !
Mais l'affaiblissement du pape provoque un véritable déchirement dans les communautés, et même si la richesse est indéniable, les citoyens se sentent moins soudés. Certains pays refusent même d'ouvrir leur porte pour certaines affaires ou mariages arrangés.",
SE_AGE_EVENT_FOLLOWUP_RE_REL_CHOICE_A_1_LORE,You choose to fight for greater freedoms,Vous choisissez de vous battre pour obtenir plus de libertés,
SE_AGE_EVENT_FOLLOWUP_RE_REL_CHOICE_A_1_TITLE,Fight,Lutter,
SE_AGE_EVENT_FOLLOWUP_RE_REL_CHOICE_A_2_LORE,You choose to accept these changes,Vous choisissez d'accepter ces changements,
SE_AGE_EVENT_FOLLOWUP_RE_REL_CHOICE_A_2_TITLE,Validate,Valider,
SE_AGE_EVENT_FOLLOWUP_RE_REL_CHOICE_B_1_LORE,You choose to ask the Pope for help,Vous choisissez de demander de l'aide au Pape,
SE_AGE_EVENT_FOLLOWUP_RE_REL_CHOICE_B_1_TITLE,Make a pact,Pactiser,
SE_AGE_EVENT_FOLLOWUP_RE_REL_CHOICE_B_2_LORE,You choose to enlist foreign military personnel,Vous choisissez d'engager des militaires étrangers,
SE_AGE_EVENT_FOLLOWUP_RE_REL_CHOICE_B_2_TITLE,Hire,Engager,
SE_AGE_EVENT_FOLLOWUP_RE_REL_CHOICE_C_1_LORE,You choose to leave the situation as it is,Vous choisissez de laisser la situation telle qu'elle,
SE_AGE_EVENT_FOLLOWUP_RE_REL_CHOICE_C_1_TITLE,Leave,Laisser,
SE_AGE_EVENT_FOLLOWUP_RE_REL_CHOICE_C_2_LORE,You choose to balance power,Vous choisissez d'équilibrer les pouvoirs,
SE_AGE_EVENT_FOLLOWUP_RE_REL_CHOICE_C_2_TITLE,Balance,Équilibrer,
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_CHOICE_A_1_LORE,You choose to take the lead,Vous choisissez de prendre les devants,
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_CHOICE_A_1_TITLE,Speak out,Dénoncer,
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_CHOICE_A_2_LORE,You choose to remain calm,Vous choisissez de rester calme,
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_CHOICE_A_2_TITLE,Build,Bâtir,
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_CHOICE_A_DESC,"Hundreds of cycles have passed since the Black Death epidemic ravaged your lands. The inhabitants who don't go mad with grief find a way to divert their thoughts or leave your lands. But many people are falling ill again, with no certainty that it's plague. What can we do about it?

We could not give in to paranoia and build monuments in honor of the dead to soothe the grief of our citizens, or contain a possible epidemic by urging families to denounce symptomatic citizens.","Des centaines de cycles sont passés depuis l'épidémie de Peste Noire qui a ravagé vos terres. Les habitants qui ne deviennent pas fous de chagrin trouvent une façon de détourner leurs pensées ou quittent vos terres. Mais plusieurs personnes tombent à nouveau malades, sans certitude qu'il s'agisse de peste. Que faire ?

Nous pourrions ne pas céder à la paranoïa et bâtir des monuments en l'honneur des disparus pour apaiser le chagrin de nos citoyens ou endiguer une possible épidémie en poussant les familles à dénoncer les citoyens symptomatiques.",
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_CHOICE_B_1_LORE,You choose to rebuild the city,Vous choisissez de reconstruire la ville,
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_CHOICE_B_1_TITLE,Recycle,Recycler,
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_CHOICE_B_2_LORE,You decide to remain cautious,Vous décidez de rester prudent,
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_CHOICE_B_2_TITLE,Burn,Brûler,
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_CHOICE_B_DESC,"The Black Death has long since left your town, and the risks have been minimized thanks to your decision to quarantine it. However, most of the houses have not received sufficient maintenance due to the large number of deaths, and are becoming too dangerous to live in.

Builders assure you that they could recycle the houses to avoid accidents and provide decent housing for the remaining families. Doctors advise burning these infected neighborhoods to prevent the plague from spreading.

The choice is yours.","La Peste Noire a depuis longtemps quitté votre ville, et les risques ont été minimisés grâce à votre décision de mise en quarantaine. Cependant, la plupart des habitations n'ont pas reçu suffisamment d'entretien à cause du nombre de décès important et il devient trop dangereux d'y habiter.

Les bâtisseurs vous assurent qu'ils pourraient recycler les maisons pour éviter les accidents et fournir un logement décent aux familles restantes. Les médecins conseillent de brûler ces quartiers infectés pour éviter une potentielle propagation de la peste.

Le choix est vôtre.",
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_CHOICE_C_1_LORE,You choose to boost the birth rate,Vous choisissez de pousser la natalité,
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_CHOICE_C_1_TITLE,Boost the birth rate,Relancer la natalité,
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_CHOICE_C_2_LORE,You choose to limit births,Vous choisissez de limiter les naissances,
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_CHOICE_C_2_TITLE,Limit,Limiter,
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_CHOICE_C_DESC,"Thanks to the foreign doctors, the epidemic has subsided to the point of extinction. Most of them have returned to their homes to see the damage, but some have preferred to settle in our neighborhoods.

But even though life is getting back to normal in your town, councillors have mixed feelings about the future. Should we encourage families to have as many children as possible so that our economy doesn't collapse? Or, on the contrary, control the number of births to limit a future epidemic?","Grâce aux médecins étrangers, l'épidémie a faibli jusqu'à s'éteindre entièrement. La plupart d'entre eux sont repartis dans leurs foyers pour constater les dégâts, mais certains ont préféré s'installer dans nos quartiers.

Mais même si la vie reprend ses droits dans votre ville, les conseillers sont mitigés sur l'avenir. Faut-il pousser les familles à avoir le plus d'enfants possible afin que notre économie ne chute pas ? Ou au contraire, encadrer le nombre de naissances pour limiter une future épidémie ?",
SE_AGE_EVENT_FOLLOWUP_YERSINIA_PESTIS_TITLE,Yersinia Pestis - fin,Yersinia Pestis - fin,
SE_AGE_FAMILY_COMMERCIAL_TITLE,A well-stocked coffers,Des caisses fournies,
SE_AGE_FAMILY_CULTURE_SELECTION_LIMITATION,Cultures selected: [VALUE] / [VALUE2].,Cultures sélectionnées : [VALUE] / [VALUE2],
SE_AGE_FAMILY_DESC,"It's been hundreds of years since the family has had a notable leader, but that hasn't stopped it from remaining in control of the town.
To make the best of it, she thought it best to focus on...","Cela fait des centaines d'années que la famille n'a pas eu de dirigeant notable, ce qui ne l'a pas empêchée de rester au contrôle de la ville.
Pour s'en sortir au mieux, elle a pensé qu'il valait mieux mettre l'accent sur...",
SE_AGE_FAMILY_EDUCATION_TITLE,A knowledge to be passed on,Un savoir à transmettre,
SE_AGE_FAMILY_MILITARY_TITLE,A strong army,Une armée forte,
SE_AGE_FAMILY_POLITICAL_TITLE,Convictions to defend,Des convictions à défendre,
SE_AGE_FAMILY_PRODUCTION_TITLE,Self-independence,Une auto-indépendance,
SE_AGE_FAMILY_RELIGIOUS_TITLE,A religious fervor,Une ferveur religieuse,
SE_AGE_FAMILY_START_COMMERCIAL_DESC,"Whatever the problem, a solution in hard currency exists. This is the world we live in.","Quel que soit le problème, une solution en monnaie sonnante et trébuchante existe. Tel est le monde dans lequel nous vivons.",
SE_AGE_FAMILY_START_EDUCATION_DESC,"Solutions require understanding; and more importantly, understanding breeds anticipation.","Les solutions nécessitent de la compréhension ; et plus important encore, la compréhension engendre l'anticipation.",
SE_AGE_FAMILY_START_MILITARY_DESC,"Aggressive or not, a strong military helps deter potential enemies from coming after us. Even before going to war, it sends a clear message.","Agressive ou non, une armée forte permet de dissuader les potentiels ennemis de s'en prendre à nous. Avant même de faire une guerre, cela fait passer un message clair.",
SE_AGE_FAMILY_START_PLAN,[VALUE] additional [CULTURENAME] plan,[VALUE] plan de [CULTURENAME] supplémentaire,
SE_AGE_FAMILY_START_POLITICAL_DESC,The world is as we want it to be. It is up to us to take it in the direction we think is right.,Le monde est tel que l'on veut qu'il soit. C'est à nous de l'amener dans la direction que nous jugeons la plus juste.,
SE_AGE_FAMILY_START_PRODUCTION_DESC,Not depending on imports is the best way to avoid the crises that could affect the world.,Ne pas dépendre de l'importation est le meilleur moyen de ne pas subir les crises qui pourraient toucher le monde.,
SE_AGE_FAMILY_START_RELIGIOUS_DESC,"A strong faith helps unite citizens in the face of everyday difficulties, and finds sympathetic ears for problems.","Une foi forte permet d'unir les citoyens face aux difficultés de la vie quotidienne, et de trouver des oreilles attentives aux problèmes.",
SE_AGE_FAMILY_START_TRUST,An additional [VALUE] trust boost on [CULTURENAME] <color=#e4cd9b>factions</color> <sprite=22>.,Un apport de [VALUE] confiance supplémentaire pour les <color=#e4cd9b>factions</color> <sprite=22> [CULTURENAME].,
SE_AGE_FAMILY_START_WITH,Starts with:,Débute avec :,
SE_AGE_FAMILY_TITLE,Family Interlude,Interlude familial,
SE_AGE_POLITIC_DESC_OLD,"Time affects more than material goods and people: Democracy is no more, the world has entered feudalism.
Your family is vassal of a Lord to whom it has sworn allegiance; but other local influences also expect it to serve their interests... no matter if it's to the detriment of others.","Le temps n'affecte pas que les biens matériels et les gens : la démocratie n'est plus, le monde est entré dans la féodalité.
Votre famille est vassale d'un Seigneur à qui elle a dû jurer allégeance ; mais les autres influences locales attendent aussi qu'elle serve leurs intérêts... peu importe si c'est au détriment de ceux des autres.",
SE_AGE_START_OF_ANTIQUITY_TITLE,Start of Antiquity,Début de l'Antiquité,
SE_AGE_START_OF_GRAND_SIECLE_TITLE,Start of Age of Enlightenment,Début du Siècle des Lumières,
SE_AGE_START_OF_MIDDLE_AGES_TITLE,Start of Middle Ages,Début du Moyen Âge,
SE_AGE_START_OF_RENAISSANCE_TITLE,Start of Renaissance,Début de la Renaissance,
SE_AGE_START_VALUE_OF_CYCLE,End of Age in [VALUE] cycles <sprite=42>,Fin de l'Âge dans [VALUE] cycles <sprite=42>,
SE_AGE_VALUE_OF_CYCLE,cycles <sprite=42> [VALUE],cycles <sprite=42> [VALUE],
SE_CHAPTER_REWARDS_GLOBAL_TITLE,Chapter [VALUE]: Rewards,Chapitre [VALUE] : récompenses,
SE_CULTURAL_INFLUENCE_COMPLETED_STEPS,Your city's Cultural Radiance during the age has reached the [VALUE] level. You get a certain advantage to help you in the next age. Its strength will depend on your success in the previous age.,Le Rayonnement Culturel de votre ville durant l'âge a atteint le palier [VALUE]. Vous obtenez un certain avantage pour vous aider au prochain âge. Sa force dépendra de votre succès lors de l'âge précédent.,
